,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretsKills,Team2:TurretsKills,Team1:InhibitorsKills,Team2:Inhibitors:Kills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
2905,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7215180023,Bronze4
2906,1,500,500,500,500,505,500,505,500,500,500,2505,2505,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7215180023,Bronze4
2907,2,542,611,612,598,549,584,601,598,584,544,2912,2911,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7215180023,Bronze4
2908,3,1381,1216,899,1358,1165,885,922,839,1383,760,6019,4789,4,2,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7215180023,Bronze4
2909,4,1746,1461,1057,1572,1355,1127,1232,1297,1617,1026,7191,6299,4,3,0,0,0,0,0,0,0,0,0,0,3.4,3.4,Team1,EUW1_7215180023,Bronze4
2910,5,2022,1754,1334,1869,2166,1494,1675,1419,1929,1253,9145,7770,6,4,0,0,0,0,0,0,0,0,0,0,3.8,4.2,Team1,EUW1_7215180023,Bronze4
2911,6,2222,2516,1562,2453,2487,1785,2077,1678,2204,1499,11240,9243,8,4,0,0,0,0,0,0,0,0,0,0,4.8,4.4,Team1,EUW1_7215180023,Bronze4
2912,7,2529,2638,1792,2667,2766,2071,2386,1912,2589,1740,12392,10698,8,4,0,0,0,0,0,0,0,0,0,0,5.2,5.4,Team1,EUW1_7215180023,Bronze4
2913,8,3048,2996,2389,3336,3320,2322,2874,2128,2721,2050,15089,12095,12,5,0,0,0,0,0,0,0,0,0,0,6.0,5.8,Team1,EUW1_7215180023,Bronze4
2914,9,3415,3308,2724,3681,3599,2542,3060,2376,3011,2321,16727,13310,13,5,0,0,0,0,0,0,0,0,0,0,6.6,6.2,Team1,EUW1_7215180023,Bronze4
2915,10,3691,3865,2895,4218,4122,2762,3271,2568,3182,2501,18791,14284,16,5,0,0,0,0,0,0,0,0,0,0,6.8,6.4,Team1,EUW1_7215180023,Bronze4
2916,11,4125,4012,3296,4780,4702,3128,3443,2845,4086,2930,20915,16432,19,6,0,0,0,0,1,0,0,0,0,0,7.8,7.0,Team1,EUW1_7215180023,Bronze4
2917,12,4714,4438,3817,4994,4918,3346,3979,3451,4385,3163,22881,18324,21,8,0,0,0,0,1,0,0,0,0,0,8.0,7.2,Team1,EUW1_7215180023,Bronze4
2918,13,5122,4820,4438,5411,5521,3552,4347,3707,4647,3390,25312,19643,23,8,0,0,0,0,1,0,0,0,0,0,8.8,8.0,Team1,EUW1_7215180023,Bronze4
2919,14,5558,5218,4944,5917,5907,3675,4476,3934,4826,3703,27544,20614,25,8,0,0,0,0,1,0,0,0,0,0,9.0,8.2,Team1,EUW1_7215180023,Bronze4
2920,15,6042,5805,6157,6132,6219,4070,4728,4210,5053,3980,30355,22041,26,8,1,0,0,0,1,0,0,0,0,0,9.8,8.2,Team1,EUW1_7215180023,Bronze4
2921,16,7016,6507,6484,7163,6874,4256,5304,4619,5329,4170,34044,23678,30,9,3,0,0,0,1,0,0,0,0,0,10.4,8.8,Team1,EUW1_7215180023,Bronze4
2922,17,7139,6629,7137,7530,7026,4563,5536,5893,5616,5644,35461,27252,31,12,3,0,0,0,1,0,0,0,0,0,10.6,9.4,Team1,EUW1_7215180023,Bronze4
2923,18,7726,6873,7870,7652,7602,4685,5978,6029,5944,5905,37723,28541,35,13,3,0,0,0,1,0,0,0,0,0,11.0,9.8,Team1,EUW1_7215180023,Bronze4
2924,19,8014,7060,8567,8093,7898,4921,6818,6180,6500,6319,39632,30738,38,15,3,0,0,0,2,0,0,0,0,0,11.4,10.2,Team1,EUW1_7215180023,Bronze4
2925,20,8321,7512,8881,8246,8712,5433,6940,6392,6982,6471,41672,32218,38,16,4,0,0,0,2,0,0,0,0,0,12.0,10.4,Team1,EUW1_7215180023,Bronze4
2926,21,9141,8106,9405,8439,9734,6066,7183,6791,7564,6849,44825,34453,40,17,7,0,0,0,2,0,0,0,0,0,12.4,11.0,Team1,EUW1_7215180023,Bronze4
2927,22,9446,9063,10549,9310,10250,6286,7305,6955,7728,7033,48618,35307,45,17,9,0,2,0,2,0,0,0,0,0,13.0,11.0,Team1,EUW1_7215180023,Bronze4
2928,22,10395,9447,11868,9628,10762,6404,7423,7589,7868,7185,52100,36469,48,18,12,0,3,0,2,0,0,0,0,0,13.8,11.2,Team1,EUW1_7215180023,Bronze4
2929,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7215145598,Bronze4
2930,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7215145598,Bronze4
2931,2,584,611,563,556,524,563,596,577,612,539,2838,2887,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7215145598,Bronze4
2932,3,762,937,1190,825,846,1124,937,874,1620,922,4560,5477,1,3,0,0,0,0,0,0,0,0,0,0,2.4,2.8,Team2,EUW1_7215145598,Bronze4
2933,4,983,1335,1418,1053,1054,1634,1255,1088,2465,1432,5843,7874,1,6,0,0,0,0,0,0,0,0,0,0,3.2,3.8,Team2,EUW1_7215145598,Bronze4
2934,5,1189,1535,1603,1238,1244,1756,1515,1364,2922,1752,6809,9309,1,6,0,0,0,0,0,0,0,0,0,0,4.0,4.4,Team2,EUW1_7215145598,Bronze4
2935,6,1438,1732,1726,1567,1384,2005,1774,1613,3362,2205,7847,10959,1,7,0,0,0,0,0,0,0,0,0,0,4.4,4.8,Team2,EUW1_7215145598,Bronze4
2936,7,2109,2055,2865,2157,1906,2603,1896,1784,3751,2503,11092,12537,5,9,0,0,0,0,0,0,0,0,0,0,5.4,5.0,Team2,EUW1_7215145598,Bronze4
2937,8,2754,2266,3050,2356,2051,2782,2323,1997,4505,2775,12477,14382,6,10,0,0,0,0,0,0,0,0,0,0,5.6,5.8,Team2,EUW1_7215145598,Bronze4
2938,9,3053,2512,4024,2698,2394,3128,2491,2183,4886,3094,14681,15782,9,11,0,0,0,0,0,1,0,0,0,0,6.2,6.2,Team2,EUW1_7215145598,Bronze4
2939,10,3360,3129,4907,2953,2758,3503,2878,2467,5515,3728,17107,18091,11,11,0,1,0,0,0,1,0,0,0,0,7.0,7.0,Team2,EUW1_7215145598,Bronze4
2940,11,3753,3528,5040,3522,2950,3806,3547,2763,5701,3916,18793,19733,12,12,0,1,0,0,0,1,0,0,0,0,7.4,7.4,Team2,EUW1_7215145598,Bronze4
2941,12,3995,3651,5827,3771,3103,4402,4004,2969,5893,4130,20347,21398,14,14,0,1,0,0,0,1,0,0,0,0,7.6,8.0,Team2,EUW1_7215145598,Bronze4
2942,13,4180,4226,6297,4832,3612,5007,4252,3747,6596,4552,23147,24154,18,16,0,1,0,0,0,1,0,0,0,0,8.4,8.6,Team2,EUW1_7215145598,Bronze4
2943,14,4502,5161,6974,4954,4285,5315,4374,3870,8055,5239,25876,26853,20,19,0,1,0,0,0,1,0,0,0,0,8.8,9.2,Team2,EUW1_7215145598,Bronze4
2944,15,4730,5702,7347,5202,4611,6084,4562,4181,8177,5413,27592,28417,21,20,0,1,0,0,0,2,0,0,0,0,9.4,9.4,Team2,EUW1_7215145598,Bronze4
2945,16,5206,6315,7706,5664,4912,6931,5109,4667,8406,5765,29803,30878,22,22,1,2,0,0,0,2,0,0,0,0,9.6,10.0,Team2,EUW1_7215145598,Bronze4
2946,17,6084,7082,8037,5787,5498,7074,5436,4790,8791,5918,32488,32009,24,22,1,2,0,0,0,2,0,0,0,0,10.0,10.4,Team2,EUW1_7215145598,Bronze4
2947,18,6562,7378,8227,5976,5736,8058,5933,5727,10018,6395,33879,36131,25,26,1,4,0,0,0,2,0,0,0,0,10.2,10.6,Team2,EUW1_7215145598,Bronze4
2948,19,6964,7757,8482,6119,5953,8180,6205,5849,10279,6548,35275,37061,25,26,1,4,0,0,0,2,0,0,0,0,10.6,10.6,Team2,EUW1_7215145598,Bronze4
2949,20,7566,8253,8759,6395,6578,9148,6479,6395,10430,6845,37551,39297,26,29,2,4,0,0,0,2,0,0,0,0,11.0,11.4,Team2,EUW1_7215145598,Bronze4
2950,21,7725,8491,9146,6610,6767,9384,6789,6558,10943,7027,38739,40701,26,29,2,4,0,0,0,3,0,0,0,0,11.2,11.4,Team2,EUW1_7215145598,Bronze4
2951,21,7850,8581,9292,6700,6879,9947,6992,6814,12144,7511,39302,43408,26,34,2,4,0,0,0,3,0,0,0,0,11.2,11.8,Team2,EUW1_7215145598,Bronze4
2952,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7225260796,Platinum4
2953,1,505,500,512,500,500,500,500,500,500,500,2517,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7225260796,Platinum4
2954,2,603,596,616,584,544,563,542,584,611,524,2943,2824,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7225260796,Platinum4
2955,3,823,917,885,832,728,934,822,874,993,724,4185,4347,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team2,EUW1_7225260796,Platinum4
2956,4,988,1295,1413,1046,949,1253,1148,1279,1516,945,5691,6141,1,1,0,0,0,0,0,0,0,0,0,0,3.4,3.4,Team2,EUW1_7225260796,Platinum4
2957,5,1194,1688,1776,1280,1149,1648,1695,1611,1919,1125,7087,7998,1,2,0,0,0,0,0,0,0,0,0,0,4.2,4.4,Team2,EUW1_7225260796,Platinum4
2958,6,1634,1966,2189,1574,1320,1938,1933,1912,2193,1363,8683,9339,1,2,0,0,0,0,0,0,0,0,0,0,4.6,4.8,Team2,EUW1_7225260796,Platinum4
2959,7,1916,2169,2561,1789,1550,2364,2209,2067,2494,1564,9985,10698,1,2,0,0,0,0,0,0,0,0,0,0,5.2,5.4,Team2,EUW1_7225260796,Platinum4
2960,8,2184,2391,2813,2288,1885,2891,3034,2239,3184,1749,11561,13097,2,4,0,0,0,0,0,0,0,0,0,0,5.6,6.2,Team2,EUW1_7225260796,Platinum4
2961,9,3031,2769,3101,2579,2136,3118,3285,2566,3351,1945,13616,14265,3,4,0,0,0,0,0,1,0,0,0,0,6.4,6.2,Team2,EUW1_7225260796,Platinum4
2962,10,3259,3136,3777,2876,2310,3493,3624,2744,3677,2222,15358,15760,4,4,0,0,0,0,0,1,0,0,0,0,6.8,7.0,Team2,EUW1_7225260796,Platinum4
2963,11,3444,3567,4131,3041,2561,5723,4407,3210,4258,2950,16744,20548,4,9,0,0,0,0,0,1,0,0,0,0,7.2,7.8,Team2,EUW1_7225260796,Platinum4
2964,12,3907,3964,4295,3465,2760,6054,4654,3533,4529,3207,18391,21977,5,9,0,0,0,0,0,1,0,0,0,0,7.2,8.0,Team2,EUW1_7225260796,Platinum4
2965,13,4243,4189,4679,3758,3029,7352,4923,3789,4842,3847,19898,24753,5,11,0,0,0,0,0,1,0,0,0,0,8.2,8.8,Team2,EUW1_7225260796,Platinum4
2966,14,4365,4801,5533,4115,3201,8619,6041,4046,5224,4628,22015,28558,7,12,1,1,0,0,0,1,0,0,0,0,8.6,9.2,Team2,EUW1_7225260796,Platinum4
2967,15,4502,5069,5947,4677,3424,8868,6553,4413,5396,4802,23619,30032,8,13,1,1,0,0,0,1,0,0,0,0,9.0,9.4,Team2,EUW1_7225260796,Platinum4
2968,16,5138,5420,6775,4955,3736,9407,6973,4678,5907,4975,26024,31940,9,14,1,1,0,0,0,2,0,0,0,0,9.2,9.8,Team2,EUW1_7225260796,Platinum4
2969,17,5665,5683,7015,5479,3939,9858,8059,5365,6459,5742,27781,35483,9,18,2,1,0,0,0,2,0,0,0,0,9.6,10.6,Team2,EUW1_7225260796,Platinum4
2970,18,5970,5930,7634,5985,4141,10384,8448,5809,6802,5945,29660,37388,10,18,2,2,0,0,0,2,0,0,0,0,10.0,11.0,Team2,EUW1_7225260796,Platinum4
2971,19,6475,6188,8389,6379,4483,10796,8797,6673,7188,6122,31914,39576,11,18,3,2,0,0,0,2,0,0,0,0,10.4,11.0,Team2,EUW1_7225260796,Platinum4
2972,20,6766,6488,8686,6501,4636,12034,9549,7334,7767,6369,33077,43053,11,22,3,2,0,0,0,2,0,0,0,0,10.8,11.8,Team2,EUW1_7225260796,Platinum4
2973,21,6983,7060,8974,7945,4952,12468,9817,7527,8564,6597,35914,44973,14,23,4,2,0,0,0,3,0,0,0,0,11.6,12.2,Team2,EUW1_7225260796,Platinum4
2974,22,7357,7393,9397,8277,5110,12800,10255,8059,8786,6749,37534,46649,14,23,4,2,0,0,0,3,0,0,0,0,11.6,12.4,Team2,EUW1_7225260796,Platinum4
2975,23,7766,7600,10082,8530,5712,13418,11150,8333,9447,6997,39690,49345,16,26,4,2,0,0,0,3,0,0,0,0,12.2,13.0,Team2,EUW1_7225260796,Platinum4
2976,24,8668,7828,10579,8912,5969,13986,11815,8992,10079,7553,41956,52425,16,26,5,2,0,0,0,3,0,0,0,1,12.6,13.8,Team2,EUW1_7225260796,Platinum4
2977,25,8929,8045,12309,9159,6497,14876,12183,9554,10453,8050,44939,55116,19,28,6,2,0,1,0,3,0,0,0,1,13.0,14.2,Team2,EUW1_7225260796,Platinum4
2978,26,9398,8548,12873,9856,6806,15024,13659,9988,10812,8414,47481,57897,21,29,6,3,0,1,0,3,0,0,0,1,13.6,14.4,Team2,EUW1_7225260796,Platinum4
2979,27,9868,8671,13336,10275,7000,16049,13807,11305,12224,8591,49150,61976,22,34,6,4,0,2,0,4,0,0,0,1,13.6,15.2,Team2,EUW1_7225260796,Platinum4
2980,28,10102,8925,13557,10585,7187,16593,14418,11428,12550,8884,50356,63873,22,34,6,4,0,2,0,4,0,0,0,1,14.0,15.2,Team2,EUW1_7225260796,Platinum4
2981,29,11334,9512,13955,10995,7478,18296,15104,12645,13467,9257,53274,68769,25,39,7,6,0,2,0,4,0,0,0,1,14.6,16.0,Team2,EUW1_7225260796,Platinum4
2982,29,11352,9530,13973,11013,7499,18313,15121,12713,13484,9279,53367,68910,25,39,7,6,0,2,0,4,0,0,0,1,14.6,16.0,Team2,EUW1_7225260796,Platinum4
2983,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7225204985,Platinum4
2984,1,1215,621,581,862,956,525,1100,670,550,525,4235,3370,4,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7225204985,Platinum4
2985,2,1316,722,693,1183,1060,564,1177,782,634,636,4974,3793,5,2,0,0,0,0,0,0,0,0,0,0,1.4,1.4,Team1,EUW1_7225204985,Platinum4
2986,3,1603,1149,1250,1569,1270,734,1446,1055,959,983,6841,5177,6,2,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7225204985,Platinum4
2987,4,2046,1527,1513,1901,1441,925,1775,1346,1271,2150,8428,7467,7,4,0,0,0,0,0,0,0,0,0,0,3.4,3.4,Team1,EUW1_7225204985,Platinum4
2988,5,2623,1825,2064,2506,1786,1135,2156,1692,1477,2373,10804,8833,10,4,0,0,0,0,0,0,0,0,0,0,4.4,4.2,Team1,EUW1_7225204985,Platinum4
2989,6,2878,2056,2441,2656,1947,1276,2520,2070,1999,2635,11978,10500,10,4,0,0,0,0,0,0,0,0,0,0,4.6,5.0,Team1,EUW1_7225204985,Platinum4
2990,7,3402,2542,2662,2974,2322,1496,2973,2464,2192,3017,13902,12142,11,5,0,0,0,0,0,0,0,0,0,0,5.6,5.2,Team1,EUW1_7225204985,Platinum4
2991,8,3854,2754,3539,3760,2915,1677,3283,3178,2488,3315,16822,13941,15,6,0,0,0,0,0,0,0,0,0,0,6.2,5.6,Team1,EUW1_7225204985,Platinum4
2992,9,4269,3269,4005,4065,3198,1845,3524,3457,2633,3631,18806,15090,17,6,0,0,0,0,0,0,0,0,0,0,6.6,6.2,Team1,EUW1_7225204985,Platinum4
2993,10,4524,3741,4549,4222,3557,2245,3865,4492,3033,3982,20593,17617,17,7,0,0,0,0,0,0,0,0,0,0,7.4,6.8,Team1,EUW1_7225204985,Platinum4
2994,11,4841,4342,5106,4553,3859,2419,4407,4720,3171,4266,22701,18983,19,8,0,0,0,0,0,0,0,0,0,0,7.6,7.2,Team1,EUW1_7225204985,Platinum4
2995,12,5126,5119,5286,5407,4281,2582,4578,5213,3337,4578,25219,20288,22,8,0,0,0,0,0,0,0,0,0,0,8.2,7.4,Team1,EUW1_7225204985,Platinum4
2996,13,5451,5561,6361,5627,4523,2892,4757,5496,3700,5250,27523,22095,24,9,0,0,0,0,0,0,0,0,0,0,8.8,7.8,Team1,EUW1_7225204985,Platinum4
2997,14,6207,5800,7101,6165,4772,3131,4900,6172,3998,5509,30045,23710,26,9,0,0,0,0,0,1,0,0,0,0,9.2,8.2,Team1,EUW1_7225204985,Platinum4
2998,15,6802,6630,7583,6631,4994,3339,5358,6329,4391,6026,32640,25443,27,9,1,0,0,0,0,1,0,0,0,0,9.6,8.8,Team1,EUW1_7225204985,Platinum4
2999,16,7066,7307,7924,7288,5256,3591,5806,7873,4619,6398,34841,28287,29,11,2,1,0,0,0,1,0,0,0,0,9.8,9.2,Team1,EUW1_7225204985,Platinum4
3000,17,7265,7960,8196,7647,6453,4693,6003,8441,5150,7518,37521,31805,33,13,2,1,0,0,0,1,0,0,0,0,10.6,9.6,Team1,EUW1_7225204985,Platinum4
3001,18,9004,8814,8460,8413,6748,4846,6126,8724,5458,7661,41439,32815,38,13,3,1,0,0,0,1,0,0,0,0,11.0,9.8,Team1,EUW1_7225204985,Platinum4
3002,19,9406,9800,9093,8777,7348,5082,6311,8846,6092,7962,44424,34293,40,13,5,1,0,0,0,1,0,0,0,0,12.0,10.2,Team1,EUW1_7225204985,Platinum4
3003,20,9882,10204,9391,9342,7864,5311,6447,9010,6324,8085,46683,35177,43,13,5,1,0,0,1,1,0,0,0,0,12.2,10.4,Team1,EUW1_7225204985,Platinum4
3004,21,10233,11537,10310,10304,8238,5554,6570,9670,6446,8419,50622,36659,48,14,7,1,0,0,1,1,0,0,0,0,13.0,10.6,Team1,EUW1_7225204985,Platinum4
3005,22,10395,12234,10477,10619,8655,5803,6852,9912,6756,8612,52380,37935,50,14,7,1,0,0,1,1,0,0,0,0,13.2,11.2,Team1,EUW1_7225204985,Platinum4
3006,23,10707,12791,11204,10993,8962,6433,6996,10111,7074,9518,54657,40132,52,16,8,1,0,0,1,1,0,0,0,0,13.4,11.6,Team1,EUW1_7225204985,Platinum4
3007,24,10922,13210,11437,11428,9393,6587,7370,10804,7518,9811,56390,42090,53,16,8,1,0,0,1,1,0,0,0,0,13.6,12.0,Team1,EUW1_7225204985,Platinum4
3008,24,11045,13588,11641,11680,9640,6658,7427,10966,7645,9903,57594,42599,56,16,8,1,0,0,1,1,0,0,0,0,14.2,12.0,Team1,EUW1_7225204985,Platinum4
3009,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7225146397,Platinum4
3010,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7225146397,Platinum4
3011,2,598,1163,604,866,877,659,906,521,535,929,4108,3550,4,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7225146397,Platinum4
3012,3,881,1579,811,1167,1122,1109,1500,643,734,1106,5560,5092,4,3,0,0,0,0,0,0,0,0,0,0,2.4,2.2,Team2,EUW1_7225146397,Platinum4
3013,4,1429,2386,1059,1688,1429,1297,1735,985,1251,1499,7991,6767,7,4,0,0,0,0,0,0,0,0,0,0,3.4,2.8,Team2,EUW1_7225146397,Platinum4
3014,5,1712,2667,1336,1873,1619,1625,1997,1317,1982,1946,9207,8867,7,5,0,0,0,0,0,0,0,0,0,0,3.8,3.8,Team2,EUW1_7225146397,Platinum4
3015,6,1968,3023,1713,2215,1872,2066,2239,1497,2147,2086,10791,10035,7,5,0,0,0,0,0,0,0,0,0,0,4.8,4.6,Team2,EUW1_7225146397,Platinum4
3016,7,2678,3310,1977,2452,2118,2285,2501,2075,2689,2395,12535,11945,8,6,0,0,0,0,0,0,0,0,0,0,5.6,5.2,Team2,EUW1_7225146397,Platinum4
3017,8,2800,3813,2240,2790,2273,2869,2846,2401,2980,2535,13916,13631,9,6,0,0,0,0,0,0,0,0,0,0,6.2,6.0,Team2,EUW1_7225146397,Platinum4
3018,9,3118,4282,2752,3025,2479,3249,3032,2719,4294,3013,15656,16307,10,8,0,0,0,0,0,0,0,0,0,0,6.6,6.6,Team2,EUW1_7225146397,Platinum4
3019,10,3523,4623,3043,3231,2852,3781,3517,3032,4778,3387,17272,18495,10,10,0,0,0,0,0,0,0,0,0,0,6.8,7.0,Team2,EUW1_7225146397,Platinum4
3020,11,3958,5439,3654,3650,3250,5314,3952,3513,5094,3698,19951,21571,12,13,0,0,0,0,0,0,0,0,0,0,7.6,7.6,Team2,EUW1_7225146397,Platinum4
3021,12,4401,5976,4110,4158,3593,5618,4480,3865,5717,4086,22238,23766,14,14,0,0,0,0,0,0,0,0,0,0,8.2,7.8,Team2,EUW1_7225146397,Platinum4
3022,13,4978,6608,4553,4358,4015,5902,4643,4273,6381,4405,24512,25604,15,15,0,0,0,0,0,0,0,0,0,0,8.4,8.4,Team2,EUW1_7225146397,Platinum4
3023,14,5780,7634,4884,4956,4285,6328,5221,4804,6683,4567,27539,27603,19,17,0,0,0,0,0,1,0,0,0,0,9.4,8.8,Team2,EUW1_7225146397,Platinum4
3024,15,6671,7827,5140,5374,4488,7297,5967,5226,7311,4867,29500,30668,19,20,1,0,0,0,0,1,0,0,0,0,9.4,9.6,Team2,EUW1_7225146397,Platinum4
3025,16,7003,8850,5468,5580,4640,8121,6167,5488,8329,5562,31541,33667,21,22,1,1,0,0,0,1,0,0,0,0,9.8,9.8,Team2,EUW1_7225146397,Platinum4
3026,17,7590,9187,5780,5861,4850,8939,6554,5882,8695,6040,33268,36110,21,24,1,1,0,0,0,1,0,0,0,0,10.2,10.6,Team2,EUW1_7225146397,Platinum4
3027,18,8609,9653,5916,6487,5002,9373,6754,6690,8930,6716,35667,38463,24,25,1,2,0,0,0,1,0,0,0,0,10.8,10.8,Team2,EUW1_7225146397,Platinum4
3028,19,8745,9895,6235,6610,5189,9879,7032,6933,9580,7034,36674,40458,24,25,1,3,0,0,1,1,0,0,0,0,10.8,11.0,Team2,EUW1_7225146397,Platinum4
3029,20,8985,10112,6846,7080,5417,10600,7538,7481,10056,7214,38440,42889,25,27,1,3,0,0,1,1,0,0,0,0,11.4,11.8,Team2,EUW1_7225146397,Platinum4
3030,21,9408,10330,7043,7663,5569,11554,8469,7883,10294,7842,40013,46042,26,30,1,4,0,0,1,1,0,0,0,0,11.4,12.0,Team2,EUW1_7225146397,Platinum4
3031,22,10095,10622,7314,7961,5800,11983,9150,8728,10682,8144,41792,48687,26,33,2,4,0,0,1,1,0,0,0,0,12.0,12.8,Team2,EUW1_7225146397,Platinum4
3032,23,10302,10844,7506,8204,6252,13308,9815,9172,11240,8498,43108,52033,27,33,2,6,0,0,1,1,0,0,0,0,12.4,13.2,Team2,EUW1_7225146397,Platinum4
3033,24,11202,11465,7910,8376,6455,13819,10337,9424,11387,8779,45408,53746,28,33,3,7,0,0,1,1,0,0,0,0,13.0,13.2,Team2,EUW1_7225146397,Platinum4
3034,25,11756,12424,8680,8720,6608,14221,10785,9621,12078,9062,48188,55767,31,33,3,8,0,0,1,2,0,0,0,0,13.4,13.6,Team2,EUW1_7225146397,Platinum4
3035,26,12394,13436,9264,9741,7098,14344,10943,9744,12200,9214,51933,56445,33,33,3,8,0,0,1,2,0,0,1,0,14.4,13.6,Team2,EUW1_7225146397,Platinum4
3036,27,12697,13879,9632,10038,7250,15784,11728,10573,12623,9810,53496,60518,35,38,3,8,0,1,1,2,0,0,1,0,14.4,14.4,Team2,EUW1_7225146397,Platinum4
3037,27,13171,13929,9832,10088,7312,16081,11941,10938,12835,9986,54332,61781,36,38,5,8,0,2,1,2,0,0,1,0,14.6,14.4,Team2,EUW1_7225146397,Platinum4
3038,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7225059568,Platinum4
3039,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7225059568,Platinum4
3040,2,611,577,612,591,539,521,621,598,598,524,2930,2862,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7225059568,Platinum4
3041,3,993,941,1004,983,731,885,1036,864,860,731,4652,4376,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7225059568,Platinum4
3042,4,1395,1120,1518,1269,1574,1134,1436,1532,1258,1314,6876,6674,3,2,0,0,0,0,0,0,0,0,0,0,3.4,3.2,Team1,EUW1_7225059568,Platinum4
3043,5,1618,1468,2157,1630,1775,1445,1658,2031,1633,1499,8648,8266,4,3,0,0,0,0,0,0,0,0,0,0,4.4,4.2,Team1,EUW1_7225059568,Platinum4
3044,6,2189,2155,2336,2028,1965,1617,1981,2259,1853,1640,10673,9350,5,3,0,0,0,0,0,0,0,0,0,0,5.2,4.8,Team1,EUW1_7225059568,Platinum4
3045,7,2311,2683,2675,2548,2356,1906,2627,2670,2330,1859,12573,11392,7,5,0,0,0,0,0,0,0,0,0,0,5.6,5.2,Team1,EUW1_7225059568,Platinum4
3046,8,3034,3207,3447,3039,2524,2185,2780,2942,2845,2759,15251,13511,10,7,0,0,0,0,0,0,0,0,0,0,6.4,6.0,Team1,EUW1_7225059568,Platinum4
3047,9,3266,3411,3795,3544,2869,2801,3126,3198,3168,3268,16885,15561,11,9,0,0,0,0,0,0,0,0,0,0,6.8,6.2,Team1,EUW1_7225059568,Platinum4
3048,10,3592,3651,4128,3836,3125,3466,3653,3435,3344,3474,18332,17372,11,10,0,0,0,0,0,0,0,0,0,0,6.8,7.0,Team1,EUW1_7225059568,Platinum4
3049,11,3845,4056,4535,4216,3387,3776,3980,3635,3615,3681,20039,18687,11,10,0,0,0,0,0,0,0,0,0,0,7.8,7.6,Team1,EUW1_7225059568,Platinum4
3050,12,4226,4332,5120,4415,3741,4137,4103,4003,4042,4079,21834,20364,12,11,0,0,0,0,1,0,0,0,0,0,7.8,7.8,Team1,EUW1_7225059568,Platinum4
3051,13,4427,4494,5400,4667,4105,4814,4429,4244,4249,4231,23093,21967,12,12,0,0,0,0,1,0,0,0,0,0,8.2,8.6,Team1,EUW1_7225059568,Platinum4
3052,14,4693,5037,5657,5076,4333,5200,5001,4520,4536,4413,24796,23670,12,12,0,0,0,0,1,0,0,0,0,0,8.8,8.8,Team1,EUW1_7225059568,Platinum4
3053,15,4975,5855,6075,5717,4793,5972,5674,5037,5091,4688,27415,26462,13,14,1,1,0,0,1,0,0,0,0,0,9.2,9.2,Team1,EUW1_7225059568,Platinum4
