,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretsKills,Team2:TurretsKills,Team1:InhibitorsKills,Team2:Inhibitors:Kills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
5720,15,10858,9540,9628,13027,10114,10673,9147,11424,11380,12981,53167,55605,48,56,0,1,0,0,0,0,0,0,0,0,15.2,16.0,Team2,EUW1_7224722587,Platinum4
5721,16,11393,10023,10143,13423,10743,11137,9559,11814,11925,13399,55725,57834,49,56,0,1,0,0,0,0,0,0,0,0,15.4,16.2,Team2,EUW1_7224722587,Platinum4
5722,17,11991,10591,11281,14382,11779,11610,9979,12403,12531,14089,60024,60612,53,59,1,1,0,0,0,0,0,0,0,0,16.6,16.8,Team2,EUW1_7224722587,Platinum4
5723,18,12387,11070,11750,15238,12337,12484,10644,13258,13150,15889,62782,65425,56,64,1,2,0,1,0,0,0,0,0,0,17.0,17.6,Team2,EUW1_7224722587,Platinum4
5724,19,12988,11555,12685,15754,12857,13105,11392,13873,14128,16249,65839,68747,59,69,1,2,0,1,0,0,0,0,0,0,17.6,18.0,Team2,EUW1_7224722587,Platinum4
5725,20,13598,12155,13073,16224,13364,13513,11752,14515,14685,17222,68414,71687,60,72,1,2,0,1,0,0,0,0,0,0,17.8,18.0,Team2,EUW1_7224722587,Platinum4
5726,21,14250,12575,13451,17145,14365,14669,12529,15239,15758,18794,71786,76989,64,77,1,4,0,1,0,0,0,0,0,0,18.0,18.0,Team2,EUW1_7224722587,Platinum4
5727,22,14812,13006,13889,17967,14778,15074,12987,16159,16573,19416,74452,80209,66,82,1,4,0,1,0,0,0,0,0,0,18.0,18.0,Team2,EUW1_7224722587,Platinum4
5728,22,15019,13243,14096,18293,14985,15562,13194,16366,17258,20079,75636,82459,66,85,1,4,0,2,0,0,0,0,0,0,18.0,18.0,Team2,EUW1_7224722587,Platinum4
5729,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7223889126,Platinum4
5730,1,1474,1796,1403,1808,1440,1448,1435,1633,1425,1635,7921,7576,3,2,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7223889126,Platinum4
5731,2,2161,2441,2043,2750,1857,1924,1985,2179,2046,2429,11252,10563,8,5,0,0,0,0,0,0,0,0,0,0,4.6,4.2,Team1,EUW1_7223889126,Platinum4
5732,3,2842,2980,2523,3621,2602,2374,2454,2814,2412,3053,14568,13107,12,6,0,0,0,0,0,0,0,0,0,0,5.8,5.0,Team1,EUW1_7223889126,Platinum4
5733,4,3676,3550,3085,4434,3200,2840,3239,3344,3209,4445,17945,17077,16,11,0,0,0,0,0,0,0,0,0,0,6.4,6.2,Team1,EUW1_7223889126,Platinum4
5734,5,4210,4238,3563,5449,3868,3485,3748,3869,3873,5156,21328,20131,20,14,0,0,0,0,0,0,0,0,0,0,7.4,7.2,Team1,EUW1_7223889126,Platinum4
5735,6,4950,4814,4565,5923,4398,3892,4310,4350,5276,5830,24650,23658,24,17,0,0,0,0,0,0,0,0,0,0,8.4,8.2,Team1,EUW1_7223889126,Platinum4
5736,7,5603,5559,5000,6295,4764,4766,4919,4971,6037,6612,27221,27305,26,22,0,0,0,0,0,0,0,0,0,0,9.0,9.2,Team1,EUW1_7223889126,Platinum4
5737,8,6587,5937,5636,7290,5381,5644,5421,5715,6397,7151,30831,30328,31,25,0,0,0,0,0,0,0,0,0,0,9.8,10.0,Team1,EUW1_7223889126,Platinum4
5738,9,7234,6376,6216,7973,6128,6064,5941,6401,7378,8197,33927,33981,35,30,0,0,0,0,0,0,0,0,0,0,10.8,10.6,Team1,EUW1_7223889126,Platinum4
5739,10,8155,7194,6676,8613,6580,6622,6503,6872,7847,8647,37218,36491,39,32,0,0,0,0,0,0,0,0,0,0,12.0,11.6,Team1,EUW1_7223889126,Platinum4
5740,11,8697,7908,7140,9633,6998,7042,7211,7770,9101,9239,40376,40363,43,36,0,0,0,0,0,0,0,0,0,0,12.6,12.4,Team1,EUW1_7223889126,Platinum4
5741,12,9322,8623,7707,10183,7421,7879,7822,8677,9829,10018,43256,44225,45,39,0,1,0,0,0,0,0,0,0,0,13.2,13.2,Team1,EUW1_7223889126,Platinum4
5742,13,10322,9277,8221,11164,7889,8309,8245,9043,10417,10505,46873,46519,50,40,0,1,0,0,0,0,0,0,0,0,14.2,13.6,Team1,EUW1_7223889126,Platinum4
5743,14,11360,9935,9162,12197,8567,8705,8657,9599,11129,10922,51221,49012,55,42,1,1,0,0,0,0,0,0,0,0,15.2,14.2,Team1,EUW1_7223889126,Platinum4
5744,15,12002,10439,9634,12923,9030,9337,9673,10004,12484,11446,54028,52944,58,45,1,1,0,0,0,0,0,0,0,0,15.6,15.0,Team1,EUW1_7223889126,Platinum4
5745,16,12823,11374,10641,13666,10055,9703,10146,10449,13049,11841,58559,55188,63,46,2,1,0,0,0,0,0,0,0,0,16.6,15.6,Team1,EUW1_7223889126,Platinum4
5746,17,13230,12139,11144,14026,10512,10225,11445,11052,13656,12611,61051,58989,65,51,2,1,1,0,0,0,0,0,0,0,17.0,16.8,Team1,EUW1_7223889126,Platinum4
5747,18,13727,12691,12148,14565,11360,11068,11955,11652,14576,13121,64491,62372,70,54,2,2,1,0,0,0,0,0,0,0,17.8,17.2,Team1,EUW1_7223889126,Platinum4
5748,19,14123,13057,12544,15123,11807,11529,12639,12111,15032,14221,66654,65532,71,56,2,2,1,0,0,0,0,0,0,0,18.0,17.6,Team1,EUW1_7223889126,Platinum4
5749,20,14649,13737,13462,15926,12422,12212,13437,12732,15714,14668,70196,68763,76,60,2,2,1,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5750,21,15021,14115,13828,16298,12861,12683,13803,13098,16671,15290,72123,71545,76,61,2,2,1,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5751,22,15459,14898,14537,17568,13427,13442,14184,13515,17250,16092,75889,74483,81,64,2,2,2,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5752,23,16292,15327,14984,18418,14005,13838,14677,14155,18381,16789,79026,77840,86,68,2,2,2,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5753,24,16802,15972,15620,19062,14725,14409,15400,14752,18759,17347,82181,80667,87,70,3,2,2,0,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5754,25,17162,16728,15980,19501,15634,15182,15760,15549,19870,18300,85005,84661,90,74,3,2,2,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5755,26,17522,17094,16545,20078,16479,15560,16132,15950,20248,18696,87718,86586,92,74,3,2,2,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5756,27,18673,17552,17373,20771,16862,16358,16674,16422,20681,19165,91231,89300,96,76,3,2,3,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5757,28,19033,18104,17919,21245,17222,17073,17481,17149,21802,20199,93523,93704,97,80,3,2,3,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5758,29,20298,19194,18279,22267,18356,17439,17927,17602,22418,20885,98394,96271,102,82,3,2,3,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5759,30,20808,19901,19150,23001,18917,17994,18323,18237,23637,21524,101777,99715,105,84,4,2,3,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5760,30,21468,20195,19797,23494,19211,18294,18653,18537,23937,21843,104165,101264,107,84,4,2,3,1,0,0,0,0,0,0,18.0,18.0,Team1,EUW1_7223889126,Platinum4
5761,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7223885511,Platinum4
5762,1,1418,1403,1468,1478,1583,1403,1403,1436,1683,1496,7350,7421,1,1,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7223885511,Platinum4
5763,2,1803,1842,1967,2245,2022,1763,1901,1921,2133,2097,9879,9815,2,2,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team1,EUW1_7223885511,Platinum4
5764,2,2033,2072,2214,2499,2420,1907,2069,2083,2277,2253,11238,10589,3,2,0,0,0,0,0,0,0,0,0,0,5.0,4.6,Team1,EUW1_7223885511,Platinum4
5765,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7221768442,Platinum4
5766,1,1459,1733,1486,1586,1425,1714,1598,1429,1464,1549,7689,7754,2,2,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team1,EUW1_7221768442,Platinum4
5767,2,2197,2427,2203,2244,1910,2305,2226,1881,2039,2472,10981,10923,5,5,0,0,0,0,0,0,0,0,0,0,4.0,4.0,Team1,EUW1_7221768442,Platinum4
5768,3,2975,3200,2627,2777,2614,2777,3021,2472,2734,2888,14193,13892,9,8,0,0,0,0,0,0,0,0,0,0,5.2,5.0,Team1,EUW1_7221768442,Platinum4
5769,4,3439,3871,3106,3463,3259,3502,3563,3038,3721,3474,17138,17298,12,11,0,0,0,0,0,0,0,0,0,0,6.2,6.0,Team1,EUW1_7221768442,Platinum4
5770,5,4413,5126,3574,3938,3842,4063,4037,3520,4507,4132,20893,20259,17,13,0,0,0,0,0,0,0,0,0,0,7.4,7.0,Team1,EUW1_7221768442,Platinum4
5771,6,4924,5995,4036,4379,4281,5094,4838,4177,5507,4567,23615,24183,19,18,0,0,0,0,0,0,0,0,0,0,8.2,8.0,Team1,EUW1_7221768442,Platinum4
5772,7,5661,6869,4679,5068,4846,5864,5676,4603,6257,5005,27123,27405,23,22,0,0,0,0,0,0,0,0,0,0,8.8,9.4,Team1,EUW1_7221768442,Platinum4
5773,8,6246,7716,5371,5619,5810,6768,6197,5375,6983,5900,30762,31223,28,27,0,0,0,0,0,0,0,0,0,0,10.0,10.4,Team1,EUW1_7221768442,Platinum4
5774,9,6774,8644,5989,6024,6345,7688,6784,6360,8006,6453,33776,35291,31,32,0,1,0,0,0,0,0,0,0,0,10.8,11.0,Team1,EUW1_7221768442,Platinum4
5775,10,7617,9495,6619,6534,7005,8332,7531,6938,8929,7030,37270,38760,33,36,1,1,0,0,0,0,0,0,0,0,11.6,11.8,Team1,EUW1_7221768442,Platinum4
5776,11,8191,9974,7033,6966,7431,8952,8078,7316,9437,7493,39595,41276,33,37,1,1,0,0,0,0,0,0,0,0,12.2,12.6,Team1,EUW1_7221768442,Platinum4
5777,12,9021,10833,7654,7561,8043,9704,8692,7747,9859,8071,43112,44073,39,40,1,1,0,0,0,0,0,0,0,0,13.0,13.4,Team1,EUW1_7221768442,Platinum4
5778,13,9483,11820,8178,8004,9088,10502,9242,8324,10561,8823,46573,47452,44,45,1,1,0,0,0,0,0,0,0,0,13.6,14.0,Team1,EUW1_7221768442,Platinum4
5779,14,10133,12407,8594,8554,9490,11246,9939,8742,11254,9277,49178,50458,46,47,1,1,0,0,0,0,0,0,0,0,14.6,14.8,Team1,EUW1_7221768442,Platinum4
5780,15,10686,13085,9056,8982,10004,11897,10348,9262,11752,10082,51813,53341,47,50,1,1,0,0,0,0,0,0,0,0,15.0,15.4,Team1,EUW1_7221768442,Platinum4
5781,16,11236,13728,9761,9675,10427,12306,10776,9771,12399,10679,54827,55931,49,52,1,1,0,0,0,0,0,0,0,0,15.8,16.2,Team1,EUW1_7221768442,Platinum4
5782,17,11728,14321,10272,10059,11089,13169,11932,10658,12938,11562,57469,60259,51,57,1,2,0,0,0,0,0,0,0,0,16.2,17.2,Team1,EUW1_7221768442,Platinum4
5783,18,12430,15203,10912,10515,11641,13677,12292,11200,13354,11928,60701,62451,53,57,1,2,0,0,0,0,0,0,0,0,17.0,17.2,Team1,EUW1_7221768442,Platinum4
5784,19,13322,16359,11536,11513,12451,14271,12676,11566,13732,12397,65181,64642,57,58,2,2,1,0,0,0,0,0,0,0,17.6,17.2,Team1,EUW1_7221768442,Platinum4
5785,19,13703,16955,11917,11944,12832,14352,12757,11647,13813,12506,67351,65075,58,58,4,2,1,0,0,0,0,0,0,0,17.6,17.6,Team1,EUW1_7221768442,Platinum4
5786,0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7221733545,Platinum4
5787,1,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,7015,7015,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,Team2,EUW1_7221733545,Platinum4
5788,2,2504,2025,1968,2553,2084,1919,1920,2545,2478,2082,11134,10944,5,5,0,0,0,0,0,0,0,0,0,0,4.2,4.4,Team2,EUW1_7221733545,Platinum4
5789,3,3087,2511,2506,3062,2623,2375,2409,3043,2937,2616,13789,13380,5,5,0,0,0,0,0,0,0,0,0,0,5.0,5.0,Team2,EUW1_7221733545,Platinum4
5790,4,3910,3534,3110,3931,3261,3108,2970,3639,3664,3172,17746,16553,9,8,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team2,EUW1_7221733545,Platinum4
5791,5,4447,3990,3568,4851,3751,3569,3586,4623,4420,3659,20607,19857,11,11,0,0,0,0,0,0,0,0,0,0,6.8,7.0,Team2,EUW1_7221733545,Platinum4
5792,6,5022,4796,4102,5283,4183,4038,4118,5385,4889,4196,23386,22626,13,13,0,0,0,0,0,0,0,0,0,0,7.8,8.0,Team2,EUW1_7221733545,Platinum4
5793,7,5973,5240,5115,6083,5147,4476,4730,6280,5550,5119,27558,26155,19,17,0,0,0,0,0,0,0,0,0,0,8.8,9.0,Team2,EUW1_7221733545,Platinum4
5794,8,6630,5729,5561,6555,5798,4908,5183,6729,6115,5595,30273,28530,20,17,0,0,0,0,0,0,0,0,0,0,9.4,9.0,Team2,EUW1_7221733545,Platinum4
5795,9,7325,6342,6826,7629,6470,5508,5877,7654,6671,6135,34592,31845,25,21,1,0,0,0,0,0,0,0,0,0,10.6,10.0,Team2,EUW1_7221733545,Platinum4
5796,10,8235,7238,7484,8241,7115,5934,6387,8502,7037,6611,38313,34471,30,23,1,0,0,0,0,0,0,0,0,0,11.4,10.8,Team2,EUW1_7221733545,Platinum4
5797,11,8817,7735,8145,8648,7611,6425,6812,8966,7663,7154,40956,37020,32,23,1,0,0,0,0,0,0,0,0,0,11.8,11.2,Team2,EUW1_7221733545,Platinum4
5798,12,9601,8229,8691,9089,8297,6879,7633,9570,8092,8230,43907,40404,35,27,1,0,0,0,0,0,0,0,0,0,12.6,12.2,Team2,EUW1_7221733545,Platinum4
5799,13,10231,8613,9436,9604,8912,7404,8080,10203,8802,8665,46796,43154,37,28,1,0,0,0,0,0,0,0,0,0,13.4,12.8,Team2,EUW1_7221733545,Platinum4
5800,14,10942,9178,9941,10381,9561,7855,8692,11407,9685,9104,50003,46743,41,33,1,0,0,0,0,0,0,0,0,0,14.2,13.8,Team2,EUW1_7221733545,Platinum4
5801,15,11403,9656,10428,10998,10035,8329,9198,11871,10227,9648,52520,49273,41,33,1,0,0,0,0,0,0,0,0,0,14.8,14.2,Team2,EUW1_7221733545,Platinum4
5802,16,12398,10136,10917,11532,10576,8695,10049,12797,11015,10334,55559,52890,44,38,1,0,0,0,0,0,0,0,0,0,15.2,15.2,Team2,EUW1_7221733545,Platinum4
5803,17,12821,10526,11396,11922,11072,9337,10986,13409,11689,10822,57737,56243,44,41,1,0,0,0,0,0,0,0,0,0,15.8,16.2,Team2,EUW1_7221733545,Platinum4
